id,Date,pH,TDS,Temperature,EC
1159,2025-05-03 06:02:41.469981+00,8.77,58.06,19.25,86.66
1160,2025-05-03 06:22:41.077308+00,8.75,60.75,19.0,90.67
1161,2025-05-03 06:42:41.143184+00,8.7,61.24,18.87,91.4
1162,2025-05-03 07:02:41.351668+00,8.67,62.81,18.69,93.75
1163,2025-05-03 07:22:41.286005+00,8.61,63.83,18.5,95.27
1164,2025-05-03 07:42:41.430432+00,8.58,64.78,18.37,96.69
1165,2025-05-03 08:02:41.452932+00,8.53,65.14,18.25,97.22
1166,2025-05-03 08:22:44.073912+00,8.52,66.54,18.12,99.31
1167,2025-05-03 08:42:41.454944+00,8.46,66.68,18.0,99.52
1168,2025-05-03 09:02:41.923214+00,8.46,68.31,17.87,101.96
1169,2025-05-03 09:22:41.469967+00,8.46,69.07,17.81,103.09
1170,2025-05-03 09:42:41.225849+00,8.43,69.14,17.75,103.19
1171,2025-05-03 10:02:41.098059+00,8.4,70.08,17.62,104.6
1172,2025-05-03 10:22:41.195931+00,8.39,70.61,17.56,105.39
1173,2025-05-03 10:42:41.112+00,8.35,70.45,17.5,105.15
1174,2025-05-03 11:02:41.261678+00,8.38,71.89,17.44,107.3
1175,2025-05-03 11:22:41.351694+00,8.34,70.97,17.44,105.93
1176,2025-05-03 11:42:41.117427+00,8.34,70.97,17.44,105.93
1177,2025-05-03 12:02:41.148481+00,8.36,71.43,17.44,106.61
1178,2025-05-03 12:22:41.415573+00,8.35,70.45,17.5,105.15
1179,2025-05-03 12:42:41.130427+00,8.37,69.4,17.62,103.58
1180,2025-05-03 13:02:41.144794+00,8.44,69.37,17.75,103.54
1181,2025-05-03 13:22:41.1765+00,8.37,66.25,17.87,98.88
1182,2025-05-03 13:42:41.129026+00,8.49,66.61,18.06,99.42
1183,2025-05-03 14:02:43.095209+00,8.51,65.43,18.19,97.66
1184,2025-05-03 14:22:41.169973+00,8.5,64.45,18.25,96.19
1185,2025-05-03 14:42:41.256095+00,8.58,65.53,18.31,97.81
1186,2025-05-03 15:02:41.418534+00,8.56,64.32,18.37,96.0
1187,2025-05-03 15:22:41.348297+00,8.53,62.75,18.44,93.66
1188,2025-05-03 15:42:41.383669+00,8.59,64.12,18.44,95.7
1189,2025-05-03 16:02:41.41297+00,8.58,63.89,18.44,95.36
1190,2025-05-03 16:22:41.33348+00,8.58,63.89,18.44,95.36
1191,2025-05-03 16:42:41.474561+00,8.58,63.89,18.44,95.36
1192,2025-05-03 17:02:41.774842+00,8.58,63.89,18.44,95.36
1193,2025-05-03 17:22:41.259393+00,8.57,64.55,18.37,96.34
1194,2025-05-03 17:42:41.316706+00,8.57,64.55,18.37,96.34
1195,2025-05-03 18:02:41.183213+00,8.57,65.3,18.31,97.46
1196,2025-05-03 18:22:41.295858+00,8.57,66.06,18.25,98.6
1197,2025-05-03 18:42:41.197693+00,8.55,66.35,18.19,99.03
1198,2025-05-03 19:02:41.431902+00,8.54,67.0,18.12,100.0
1199,2025-05-03 19:22:41.4342+00,8.52,67.3,18.06,100.45
1200,2025-05-03 19:42:41.199439+00,8.51,67.83,18.0,101.24
1201,2025-05-03 20:02:41.907349+00,8.47,67.66,17.94,100.99
1202,2025-05-03 20:22:41.797068+00,8.48,68.77,17.87,102.64
1203,2025-05-03 20:42:41.394695+00,8.41,68.68,17.75,102.51
1204,2025-05-03 21:02:42.051037+00,8.41,70.31,17.62,104.94
1205,2025-05-03 21:22:41.192474+00,8.35,70.45,17.5,105.15
1206,2025-05-03 21:42:41.517556+00,8.29,71.46,17.31,106.66
1207,2025-05-03 22:02:41.527901+00,8.24,71.82,17.19,107.19
1208,2025-05-03 22:22:41.212205+00,8.21,74.28,16.94,110.87
1209,2025-05-03 22:42:41.347654+00,8.13,74.08,16.81,110.57
1210,2025-05-03 23:02:41.366644+00,8.08,76.08,16.56,113.55
1211,2025-05-03 23:22:41.207656+00,8.05,77.78,16.37,116.09
1212,2025-05-03 23:42:41.301085+00,8.0,78.9,16.19,117.76
1213,2025-05-04 00:02:41.212112+00,7.94,79.91,16.0,119.27
1214,2025-05-04 00:22:41.285984+00,7.9,81.39,15.81,121.48
1215,2025-05-04 00:42:41.316608+00,7.86,82.73,15.63,123.48
1216,2025-05-04 01:02:41.40843+00,7.79,82.76,15.5,123.52
1217,2025-05-04 01:22:41.303711+00,7.73,83.78,15.31,125.04
1218,2025-05-04 01:42:41.31215+00,7.68,84.9,15.13,126.72
1219,2025-05-04 02:02:41.39831+00,7.64,87.25,14.87,130.22
1220,2025-05-04 02:22:41.454054+00,7.56,87.68,14.69,130.87
1221,2025-05-04 02:42:41.374981+00,7.47,88.76,14.44,132.48
1222,2025-05-04 03:02:41.318467+00,7.38,89.84,14.19,134.09
1223,2025-05-04 03:22:41.523275+00,7.31,91.38,13.94,136.39
1224,2025-05-04 03:42:41.345275+00,7.21,92.23,13.69,137.66
1225,2025-05-04 04:02:41.318004+00,7.13,93.54,13.44,139.61
1226,2025-05-04 04:22:41.208176+00,7.08,95.54,13.19,142.6
1227,2025-05-04 04:42:41.289213+00,6.92,95.02,12.94,141.82
1228,2025-05-04 05:02:41.56387+00,6.8,95.41,12.69,142.4
1229,2025-05-04 05:22:41.187055+00,6.72,96.72,12.44,144.36
1230,2025-05-04 05:42:41.245571+00,6.6,97.11,12.19,144.94
1231,2025-05-04 06:02:41.277757+00,6.51,98.19,11.94,146.55
1232,2025-05-04 06:22:41.199136+00,6.42,98.52,11.75,147.04
1233,2025-05-04 06:42:41.404783+00,6.29,97.92,11.56,146.15
1234,2025-05-04 07:02:41.2105+00,6.23,98.81,11.38,147.48
1235,2025-05-04 07:22:41.314548+00,6.18,99.3,11.25,148.21
1236,2025-05-04 07:42:41.509787+00,6.11,99.33,11.12,148.25
1237,2025-05-04 08:02:41.249784+00,6.1,99.86,11.06,149.04
1238,2025-05-04 08:22:41.559207+00,6.11,100.09,11.06,149.39
1239,2025-05-04 08:42:41.495741+00,6.09,100.38,11.0,149.82
1240,2025-05-04 09:02:41.216601+00,6.1,99.86,11.06,149.04
1241,2025-05-04 09:22:41.44657+00,6.1,99.86,11.06,149.04
1242,2025-05-04 09:42:41.481327+00,6.15,101.0,11.06,150.75
1243,2025-05-04 10:02:41.322003+00,6.2,101.4,11.12,151.34
1244,2025-05-04 10:22:41.931263+00,6.19,101.17,11.12,151.0
1245,2025-05-04 10:42:41.36757+00,6.22,100.97,11.19,150.7
1246,2025-05-04 11:02:41.395997+00,6.24,100.68,11.25,150.27
1247,2025-05-04 11:22:41.752394+00,6.25,100.15,11.31,149.48
1248,2025-05-04 11:42:41.373714+00,6.27,99.73,11.38,148.85
1249,2025-05-04 12:02:41.482142+00,6.31,99.14,11.5,147.97
1250,2025-05-04 12:22:41.253829+00,6.33,98.84,11.56,147.52
1251,2025-05-04 12:42:41.287975+00,6.41,99.04,11.69,147.82
1252,2025-05-04 13:02:41.473999+00,6.45,98.45,11.81,146.94
1253,2025-05-04 13:22:41.211592+00,6.49,97.73,11.94,145.87
1254,2025-05-04 13:42:41.237076+00,6.57,98.06,12.06,146.36
1255,2025-05-04 14:02:43.777034+00,6.63,97.8,12.19,145.97
1256,2025-05-04 14:22:41.273587+00,6.69,96.91,12.37,144.64
1257,2025-05-04 14:42:41.348005+00,6.7,95.5,12.5,142.54
1258,2025-05-04 15:02:43.864235+00,6.79,95.93,12.63,143.18
1259,2025-05-04 15:22:41.35294+00,6.85,95.05,12.81,141.87
1260,2025-05-04 15:42:41.342876+00,6.87,93.11,13.0,138.97
1261,2025-05-04 16:02:41.37297+00,6.92,92.62,13.13,138.24
1262,2025-05-04 16:22:41.493953+00,6.99,93.48,13.19,139.52
1263,2025-05-04 16:42:41.537735+00,7.0,92.95,13.25,138.73
1264,2025-05-04 17:02:41.377328+00,7.0,92.2,13.31,137.61
1265,2025-05-04 17:22:41.297003+00,7.05,92.46,13.38,138.0
1266,2025-05-04 17:42:41.33628+00,7.06,91.94,13.44,137.22
1267,2025-05-04 18:02:44.133992+00,7.1,92.1,13.5,137.46
1268,2025-05-04 18:22:41.577178+00,7.12,91.8,13.56,137.01
1269,2025-05-04 18:42:41.425028+00,7.15,91.74,13.62,136.93
1270,2025-05-04 19:02:41.383163+00,7.15,91.74,13.62,136.93
1271,2025-05-04 19:22:41.475351+00,7.16,91.97,13.62,137.27
1272,2025-05-04 19:42:41.499882+00,7.19,92.65,13.62,138.28
1273,2025-05-04 20:02:41.396452+00,7.18,91.54,13.69,136.63
1274,2025-05-04 20:22:41.251777+00,7.18,91.54,13.69,136.63
1275,2025-05-04 20:42:41.395446+00,7.22,93.34,13.62,139.31
1276,2025-05-04 21:02:41.353986+00,7.19,93.41,13.56,139.42
1277,2025-05-04 21:22:41.2832+00,7.17,94.46,13.44,140.99
1278,2025-05-04 21:42:42.046877+00,7.17,95.22,13.38,142.12
1279,2025-05-04 22:02:41.443965+00,7.14,96.16,13.25,143.52
1280,2025-05-04 22:22:41.404372+00,7.1,96.76,13.13,144.42
1281,2025-05-04 22:42:41.333957+00,7.01,96.33,13.0,143.78
1282,2025-05-04 23:02:41.281216+00,6.97,96.92,12.88,144.66
1283,2025-05-04 23:22:41.579212+00,6.9,96.95,12.75,144.7
1284,2025-05-04 23:42:41.420532+00,6.83,96.85,12.63,144.55
1285,2025-05-05 00:02:41.299962+00,6.79,97.57,12.5,145.63
1286,2025-05-05 00:22:41.410776+00,6.73,98.58,12.31,147.13
1287,2025-05-05 00:42:41.990446+00,6.64,98.03,12.19,146.31
1288,2025-05-05 01:02:41.424889+00,6.58,99.04,12.0,147.82
1289,2025-05-05 01:22:41.574181+00,6.46,98.68,11.81,147.28
1290,2025-05-05 01:42:42.06169+00,6.41,99.8,11.63,148.96
1291,2025-05-05 02:02:41.260661+00,6.3,98.91,11.5,147.63
1292,2025-05-05 02:22:41.357948+00,6.19,98.78,11.31,147.43
1293,2025-05-05 02:42:41.37952+00,6.12,99.56,11.12,148.6
1294,2025-05-05 03:02:41.325665+00,6.06,99.69,11.0,148.79
1295,2025-05-05 03:22:41.261241+00,5.96,98.91,10.88,147.63
1296,2025-05-05 03:42:43.943127+00,5.87,99.23,10.69,148.1
1297,2025-05-05 04:02:41.319177+00,5.79,99.79,10.5,148.94
1298,2025-05-05 04:22:41.416761+00,5.66,98.32,10.38,146.75
1299,2025-05-05 04:42:41.483119+00,5.59,98.35,10.25,146.79
1300,2025-05-05 05:02:41.627335+00,5.48,98.21,10.06,146.58
1301,2025-05-05 05:22:41.404555+00,5.32,96.05,9.94,143.36
1302,2025-05-05 05:42:41.35431+00,5.19,95.46,9.75,142.48
1303,2025-05-05 06:02:41.265838+00,5.1,94.9,9.63,141.64
1304,2025-05-05 06:22:41.265019+00,4.99,94.77,9.44,141.45
1305,2025-05-05 06:42:41.255465+00,4.89,94.11,9.31,140.46
1306,2025-05-05 07:02:44.246754+00,4.78,93.1,9.19,138.96
1307,2025-05-05 07:22:41.387462+00,4.67,92.21,9.06,137.63
1308,2025-05-05 07:42:41.332223+00,4.65,93.26,8.94,139.19
1309,2025-05-05 08:02:41.254405+00,4.58,91.65,8.94,136.79
1310,2025-05-05 08:22:42.181782+00,4.63,92.8,8.94,138.51
1311,2025-05-05 08:42:41.246609+00,4.64,93.78,8.88,139.97
1312,2025-05-05 09:02:41.36794+00,4.63,92.8,8.94,138.51
1313,2025-05-05 09:22:41.376988+00,4.76,95.78,8.94,142.96
1314,2025-05-05 09:42:41.258457+00,4.82,96.41,9.0,143.9
1315,2025-05-05 10:02:43.527521+00,4.88,96.15,9.13,143.51
1316,2025-05-05 10:22:41.390848+00,4.92,95.55,9.25,142.61
1317,2025-05-05 10:42:43.610391+00,4.99,95.52,9.38,142.57
1318,2025-05-05 11:02:41.336493+00,5.08,96.83,9.44,144.52
1319,2025-05-05 11:22:41.254055+00,5.14,96.7,9.56,144.33
1320,2025-05-05 11:42:41.594557+00,5.22,96.9,9.69,144.63
1321,2025-05-05 12:02:41.406968+00,5.2,94.93,9.81,141.69
1322,2025-05-05 12:22:41.279901+00,5.34,96.51,9.94,144.04
1323,2025-05-05 12:42:41.62714+00,5.44,96.41,10.13,143.9
1324,2025-05-05 13:02:41.271931+00,5.52,96.74,10.25,144.39
1325,2025-05-05 13:22:42.180005+00,5.64,97.1,10.44,144.93
1326,2025-05-05 13:42:41.283198+00,5.74,97.01,10.63,144.79
1327,2025-05-05 14:02:44.430776+00,5.85,97.27,10.81,145.18
1328,2025-05-05 14:22:43.967255+00,6.02,98.78,11.0,147.43
1329,2025-05-05 14:42:41.385788+00,6.02,96.38,11.19,143.85
1330,2025-05-05 15:02:41.470059+00,6.08,96.25,11.31,143.66
1331,2025-05-05 15:22:41.602344+00,6.18,96.16,11.5,143.52
1332,2025-05-05 15:42:41.138562+00,6.27,95.83,11.69,143.03
1333,2025-05-05 16:02:41.416584+00,6.36,96.38,11.81,143.85
1334,2025-05-05 16:22:41.623739+00,6.41,95.14,12.0,142.0
1335,2025-05-05 16:42:41.431165+00,6.47,94.88,12.13,141.61
1336,2025-05-05 17:02:42.180942+00,6.55,95.21,12.25,142.1
1337,2025-05-05 17:22:44.253477+00,6.57,94.91,12.31,141.66
1338,2025-05-05 17:42:41.326307+00,6.55,92.82,12.44,138.54
1339,2025-05-05 18:02:43.122886+00,6.7,94.75,12.56,141.42
1340,2025-05-05 18:22:41.499213+00,6.7,93.87,12.63,140.1
1341,2025-05-05 18:42:41.37179+00,6.77,93.96,12.75,140.24
1342,2025-05-05 19:02:41.555586+00,6.8,93.9,12.81,140.15
1343,2025-05-05 19:22:41.481774+00,6.85,93.41,12.94,139.42
1344,2025-05-05 19:42:41.330834+00,6.9,93.8,13.0,140.0
1345,2025-05-05 20:02:41.469815+00,6.9,93.8,13.0,140.0
1346,2025-05-05 20:22:41.488503+00,6.93,93.74,13.06,139.91
1347,2025-05-05 20:42:41.639946+00,6.93,93.74,13.06,139.91
1348,2025-05-05 21:02:41.337484+00,6.95,94.95,13.0,141.72
1349,2025-05-05 21:22:41.604547+00,6.92,95.02,12.94,141.82
1350,2025-05-05 21:42:42.192497+00,6.92,96.65,12.81,144.25
1351,2025-05-05 22:02:41.462886+00,6.86,96.79,12.69,144.46
1352,2025-05-05 22:22:41.605742+00,6.87,97.77,12.63,145.93
1353,2025-05-05 22:42:41.46939+00,6.83,98.49,12.5,147.0
1354,2025-05-05 23:02:44.254832+00,6.77,97.87,12.44,146.07
1355,2025-05-05 23:22:43.39006+00,6.73,97.83,12.37,146.01
1356,2025-05-05 23:42:41.389652+00,6.7,97.9,12.31,146.12
1357,2025-05-06 00:02:41.563132+00,6.73,100.09,12.19,149.39
1358,2025-05-06 00:22:41.568401+00,6.66,99.24,12.13,148.12
1359,2025-05-06 00:42:41.336442+00,6.63,99.44,12.06,148.42
1360,2025-05-06 01:02:41.489125+00,6.57,99.57,11.94,148.61
1361,2025-05-06 01:22:41.466504+00,6.49,99.37,11.81,148.31
1362,2025-05-06 01:42:41.331599+00,6.46,99.43,11.75,148.4
1363,2025-05-06 02:02:41.743825+00,6.5,101.86,11.63,152.03
1364,2025-05-06 02:22:41.473411+00,6.37,99.76,11.56,148.9
1365,2025-05-06 02:42:41.62419+00,6.33,100.35,11.44,149.78
1366,2025-05-06 03:02:41.340133+00,6.37,102.91,11.31,153.6
1367,2025-05-06 03:22:41.489801+00,6.27,102.12,11.19,152.42
1368,2025-05-06 03:42:41.598941+00,6.1,99.86,11.06,149.04
1369,2025-05-06 04:02:41.343648+00,6.06,100.45,10.94,149.93
1370,2025-05-06 04:22:42.261142+00,5.94,99.33,10.81,148.25
1371,2025-05-06 04:42:41.333556+00,5.95,101.07,10.69,150.85
1372,2025-05-06 05:02:41.594786+00,5.82,99.72,10.56,148.84
1373,2025-05-06 05:22:41.319467+00,5.73,99.17,10.44,148.01
1374,2025-05-06 05:42:43.291956+00,5.68,99.66,10.31,148.75
1375,2025-05-06 06:02:41.313955+00,5.61,99.56,10.19,148.6
1376,2025-05-06 06:22:44.371897+00,5.47,97.1,10.13,144.93
1377,2025-05-06 06:42:41.334135+00,5.46,99.26,9.94,148.15
1378,2025-05-06 07:02:44.435504+00,5.35,97.49,9.88,145.51
1379,2025-05-06 07:22:43.334615+00,5.31,98.21,9.75,146.58
1380,2025-05-06 07:42:41.333714+00,5.19,96.97,9.63,144.73
1381,2025-05-06 08:02:42.179469+00,5.17,97.39,9.56,145.36
1382,2025-05-06 08:22:41.441718+00,5.12,97.0,9.5,144.78
1383,2025-05-06 08:42:41.684822+00,5.11,96.77,9.5,144.43
1384,2025-05-06 09:02:44.688465+00,5.15,97.69,9.5,145.81
1385,2025-05-06 09:22:42.177721+00,5.21,98.31,9.56,146.73
1386,2025-05-06 09:42:41.375841+00,5.25,98.35,9.63,146.79
1387,2025-05-06 10:02:41.529982+00,5.32,98.44,9.75,146.93
1388,2025-05-06 10:22:41.337062+00,5.39,98.41,9.88,146.88
1389,2025-05-06 10:42:41.42408+00,5.45,97.52,10.06,145.55
1390,2025-05-06 11:02:43.789667+00,5.57,98.64,10.19,147.22
1391,2025-05-06 11:22:44.420101+00,5.68,98.02,10.44,146.3
1392,2025-05-06 11:42:44.35356+00,5.77,96.94,10.69,144.69
1393,2025-05-06 12:02:41.325521+00,5.93,98.22,10.88,146.6
1394,2025-05-06 12:22:41.482214+00,6.05,97.95,11.12,146.19
1395,2025-05-06 12:42:41.390055+00,6.2,97.37,11.44,145.33
1396,2025-05-06 13:02:43.492338+00,6.28,96.81,11.63,144.49
1397,2025-05-06 13:22:41.450711+00,6.41,96.65,11.88,144.25
1398,2025-05-06 13:42:41.362614+00,6.5,94.82,12.19,141.52
1399,2025-05-06 14:02:41.419747+00,6.58,94.39,12.37,140.88
1400,2025-05-06 14:22:43.35888+00,6.63,91.51,12.69,136.58
1401,2025-05-06 14:42:41.557536+00,6.8,91.51,13.0,136.58
1402,2025-05-06 15:02:41.411016+00,6.89,90.43,13.25,134.97
1403,2025-05-06 15:22:41.370753+00,7.0,89.05,13.56,132.91
1404,2025-05-06 15:42:41.389925+00,7.1,88.2,13.81,131.64
1405,2025-05-06 16:02:42.107071+00,7.18,86.01,14.13,128.37
1406,2025-05-06 16:22:41.393736+00,7.29,84.63,14.44,126.31
1407,2025-05-06 16:42:41.501025+00,7.37,82.56,14.75,123.22
1408,2025-05-06 17:02:41.486833+00,7.47,80.96,15.06,120.84
1409,2025-05-06 17:22:41.420924+00,7.56,79.88,15.31,119.22
1410,2025-05-06 17:42:41.571242+00,7.62,78.11,15.56,116.58
1411,2025-05-06 18:02:45.489201+00,7.66,77.39,15.69,115.51
1412,2025-05-06 18:22:41.593789+00,7.75,77.06,15.88,115.01
1413,2025-05-06 18:42:41.399008+00,7.76,75.78,16.0,113.1
1414,2025-05-06 19:02:45.095132+00,7.79,75.72,16.06,113.01
1415,2025-05-06 19:22:41.515523+00,7.82,75.65,16.12,112.91
1416,2025-05-06 19:42:41.617892+00,7.86,76.57,16.12,114.28
1417,2025-05-06 20:02:41.44581+00,7.88,77.03,16.12,114.97
1418,2025-05-06 20:22:44.205836+00,7.87,76.8,16.12,114.63
1419,2025-05-06 20:42:41.440644+00,7.89,78.01,16.06,116.43
1420,2025-05-06 21:02:42.178436+00,7.87,78.31,16.0,116.88
1421,2025-05-06 21:22:41.433664+00,7.87,79.82,15.88,119.13
1422,2025-05-06 21:42:41.718299+00,7.87,80.7,15.81,120.45
1423,2025-05-06 22:02:44.228454+00,7.85,81.75,15.69,122.01
1424,2025-05-06 22:22:41.499198+00,7.84,83.16,15.56,124.12
1425,2025-05-06 22:42:41.463686+00,7.81,83.98,15.44,125.34
1426,2025-05-06 23:02:41.583914+00,7.76,84.47,15.31,126.07
1427,2025-05-06 23:22:41.490899+00,7.72,85.06,15.19,126.96
1428,2025-05-06 23:42:42.289649+00,7.64,85.61,15.0,127.78
1429,2025-05-07 00:02:44.387948+00,7.61,86.56,14.87,129.19
1430,2025-05-07 00:22:42.125206+00,7.58,88.14,14.69,131.55
1431,2025-05-07 00:42:41.421291+00,7.51,88.92,14.5,132.72
1432,2025-05-07 01:02:41.530587+00,7.46,90.17,14.31,134.58
1433,2025-05-07 01:22:41.561278+00,7.4,90.3,14.19,134.78
1434,2025-05-07 01:42:41.776911+00,7.31,90.63,14.0,135.27
1435,2025-05-07 02:02:41.441922+00,7.23,91.94,13.75,137.22
1436,2025-05-07 02:22:41.577991+00,7.17,92.95,13.56,138.73
1437,2025-05-07 02:42:41.69789+00,7.05,93.34,13.31,139.31
1438,2025-05-07 03:02:41.419822+00,7.0,94.46,13.13,140.99
1439,2025-05-07 03:22:41.440157+00,6.9,94.56,12.94,141.13
1440,2025-05-07 03:42:41.511411+00,6.88,96.49,12.75,144.01
1441,2025-05-07 04:02:41.433134+00,6.81,97.27,12.56,145.18
1442,2025-05-07 04:22:41.55538+00,6.75,97.41,12.44,145.39
1443,2025-05-07 04:42:41.543567+00,6.66,97.73,12.25,145.87
1444,2025-05-07 05:02:41.477107+00,6.61,98.1,12.13,146.42
1445,2025-05-07 05:22:41.512462+00,6.52,98.42,11.94,146.9
1446,2025-05-07 05:42:44.393215+00,6.42,98.52,11.75,147.04
1447,2025-05-07 06:02:44.917509+00,6.35,99.3,11.56,148.21
1448,2025-05-07 06:22:44.624308+00,6.26,98.75,11.44,147.39
1449,2025-05-07 06:42:41.500272+00,6.19,98.78,11.31,147.43
1450,2025-05-07 07:02:41.55289+00,6.15,99.37,11.19,148.31
1451,2025-05-07 07:22:41.561376+00,6.1,99.86,11.06,149.04
1452,2025-05-07 07:42:41.694493+00,6.07,99.92,11.0,149.13
1453,2025-05-07 08:02:41.533521+00,6.04,99.99,10.94,149.24
1454,2025-05-07 08:22:42.458349+00,6.02,100.29,10.88,149.69
1455,2025-05-07 08:42:44.266554+00,6.02,101.17,10.81,151.0
1456,2025-05-07 09:02:41.653312+00,6.01,100.94,10.81,150.66
1457,2025-05-07 09:22:41.433168+00,6.04,101.63,10.81,151.69
1458,2025-05-07 09:42:42.120345+00,6.07,101.43,10.88,151.39
1459,2025-05-07 10:02:41.455015+00,6.08,101.66,10.88,151.73
1460,2025-05-07 10:22:41.826618+00,6.1,100.61,11.0,150.16
1461,2025-05-07 10:42:42.140233+00,6.12,100.32,11.06,149.73
1462,2025-05-07 11:02:41.603643+00,6.15,100.25,11.12,149.63
1463,2025-05-07 11:22:41.748999+00,6.17,99.83,11.19,149.0
1464,2025-05-07 11:42:50.425706+00,6.23,100.45,11.25,149.93
1465,2025-05-07 12:02:41.710408+00,6.29,100.19,11.38,149.54
1466,2025-05-07 12:22:41.437091+00,6.32,100.12,11.44,149.43
1467,2025-05-07 12:42:41.438379+00,6.39,100.22,11.56,149.58
1468,2025-05-07 13:02:41.524902+00,6.43,98.75,11.75,147.39
1469,2025-05-07 13:22:41.72583+00,6.47,98.03,11.88,146.31
1470,2025-05-07 13:42:41.742488+00,6.57,97.18,12.13,145.04
1471,2025-05-07 14:02:41.481171+00,6.63,96.29,12.31,143.72
1472,2025-05-07 14:22:41.435363+00,6.77,96.36,12.56,143.82
1473,2025-05-07 14:42:41.533237+00,6.79,93.67,12.81,139.81
1474,2025-05-07 15:02:41.577283+00,7.01,94.69,13.13,141.33
1475,2025-05-07 15:22:44.09491+00,7.04,92.23,13.38,137.66
1476,2025-05-07 15:42:41.546153+00,7.11,90.82,13.62,135.55
1477,2025-05-07 16:02:41.78847+00,7.3,91.15,13.94,136.04
1478,2025-05-07 16:22:41.495481+00,7.4,90.3,14.19,134.78
1479,2025-05-07 16:42:41.717192+00,7.44,88.07,14.44,131.45
1480,2025-05-07 17:02:41.669823+00,7.43,84.7,14.69,126.42
1481,2025-05-07 17:22:42.479772+00,7.47,82.47,14.94,123.09
1482,2025-05-07 17:42:46.835316+00,7.54,80.93,15.19,120.79
1483,2025-05-07 18:02:41.743207+00,7.62,79.62,15.44,118.84
1484,2025-05-07 18:22:44.375641+00,7.72,80.4,15.56,120.0
1485,2025-05-07 18:42:41.800801+00,7.76,78.93,15.75,117.81
1486,2025-05-07 19:02:41.545673+00,7.81,78.44,15.88,117.07
1487,2025-05-07 19:22:41.619605+00,7.81,76.93,16.0,114.82
1488,2025-05-07 19:42:41.517399+00,7.85,77.09,16.06,115.06
1489,2025-05-07 20:02:41.834028+00,7.86,77.32,16.06,115.4
1490,2025-05-07 20:22:44.592067+00,7.85,76.34,16.12,113.94
1491,2025-05-07 20:42:41.576264+00,7.86,77.32,16.06,115.4
1492,2025-05-07 21:02:41.920497+00,7.87,78.31,16.0,116.88
1493,2025-05-07 21:22:41.546293+00,7.87,79.06,15.94,118.0
1494,2025-05-07 21:42:41.697025+00,7.86,81.22,15.75,121.22
1495,2025-05-07 22:02:41.840925+00,7.81,82.47,15.56,123.09
1496,2025-05-07 22:22:41.745084+00,7.76,82.83,15.44,123.63
1497,2025-05-07 22:42:42.240679+00,7.73,84.53,15.25,126.16
1498,2025-05-07 23:02:41.71907+00,7.72,86.7,15.06,129.4
1499,2025-05-07 23:22:41.555622+00,7.63,87.02,14.87,129.88
1500,2025-05-07 23:42:41.532575+00,7.59,88.37,14.69,131.9
1501,2025-05-08 00:02:41.597191+00,7.52,88.4,14.56,131.94
1502,2025-05-08 00:22:41.897877+00,7.5,89.45,14.44,133.51
1503,2025-05-08 00:42:41.656478+00,7.45,89.94,14.31,134.24
1504,2025-05-08 01:02:41.668446+00,7.43,91.74,14.13,136.93
1505,2025-05-08 01:22:41.924003+00,7.37,92.0,14.0,137.31
1506,2025-05-08 01:42:43.570755+00,7.32,92.37,13.88,137.87
1507,2025-05-08 02:02:41.5191+00,7.27,92.85,13.75,138.58
1508,2025-05-08 02:22:44.551317+00,7.21,93.11,13.62,138.97
1509,2025-05-08 02:42:44.133669+00,7.17,93.71,13.5,139.87
1510,2025-05-08 03:02:41.662388+00,7.13,94.3,13.38,140.75
1511,2025-05-08 03:22:44.130471+00,7.07,95.31,13.19,142.25
1512,2025-05-08 03:42:41.505828+00,7.0,95.34,13.06,142.3
1513,2025-05-08 04:02:41.824506+00,6.96,96.69,12.88,144.31
1514,2025-05-08 04:22:41.682799+00,6.86,96.03,12.75,143.33
1515,2025-05-08 04:42:42.239067+00,6.81,97.27,12.56,145.18
1516,2025-05-08 05:02:41.81399+00,6.71,97.37,12.37,145.33
1517,2025-05-08 05:22:41.530395+00,6.62,97.57,12.19,145.63
1518,2025-05-08 05:42:42.339756+00,6.55,98.35,12.0,146.79
1519,2025-05-08 06:02:41.553354+00,6.5,98.72,11.88,147.34
1520,2025-05-08 06:22:41.903803+00,6.46,99.43,11.75,148.4
1521,2025-05-08 06:42:41.538493+00,6.37,99.76,11.56,148.9
1522,2025-05-08 07:02:44.450537+00,6.31,99.89,11.44,149.09
1523,2025-05-08 07:22:41.697024+00,6.22,99.46,11.31,148.45
1524,2025-05-08 07:42:41.691583+00,6.16,99.6,11.19,148.66
1525,2025-05-08 08:02:41.663853+00,6.1,99.1,11.12,147.91
1526,2025-05-08 08:22:41.632013+00,6.12,100.32,11.06,149.73
1527,2025-05-08 08:42:41.64144+00,6.12,100.32,11.06,149.73
1528,2025-05-08 09:02:41.679575+00,6.15,101.0,11.06,150.75
1529,2025-05-08 09:22:44.152137+00,6.12,100.32,11.06,149.73
1530,2025-05-08 09:42:41.728422+00,6.18,100.94,11.12,150.66
1531,2025-05-08 10:02:41.639376+00,6.23,100.45,11.25,149.93
1532,2025-05-08 10:22:41.584252+00,6.3,100.42,11.38,149.88
1533,2025-05-08 10:42:41.610371+00,6.35,100.06,11.5,149.34
1534,2025-05-08 11:02:41.825345+00,6.37,98.12,11.69,146.45
1535,2025-05-08 11:22:41.696342+00,6.48,98.26,11.88,146.66
